--------------------------------------------------------------------------------
|Rank|    Word    |Actual Freq | Zipf Frac  | Zipf Freq  |Actual Diff |Pct Diff|
| 563|xodimi      |         445|       1/563|       68.17|      376.83| 652.83%|
| 564|dasturi     |         444|       1/564|       68.04|      375.96| 652.52%|
| 565|covid       |         442|       1/565|       67.92|      374.08| 650.73%|
| 566|yosh        |         442|       1/566|       67.80|      374.20| 651.88%|
| 567|olindi      |         441|       1/567|       67.68|      373.32| 651.55%|
| 568|o`zining    |         441|       1/568|       67.57|      373.43| 652.70%|
| 569|qo`yilgan   |         439|       1/569|       67.45|      371.55| 650.89%|
| 570|o`rtacha    |         438|       1/570|       67.33|      370.67| 650.55%|
| 571|chiqildi    |         438|       1/571|       67.21|      370.79| 651.69%|
| 572|harakat     |         437|       1/572|       67.09|      369.91| 651.34%|
| 573|aks         |         437|       1/573|       66.98|      370.02| 652.48%|
| 574|ko`rsatilgan|         435|       1/574|       66.86|      368.14| 650.62%|
| 575|ayollar     |         435|       1/575|       66.74|      368.26| 651.76%|
| 576|so`mni      |         434|       1/576|       66.63|      367.37| 651.39%|
| 577|tushishi    |         432|       1/577|       66.51|      365.49| 649.51%|
| 578|siyosiy     |         431|       1/578|       66.40|      364.60| 649.13%|
| 579|aniqlandi   |         431|       1/579|       66.28|      364.72| 650.26%|
| 580|qiluvchi    |         431|       1/580|       66.17|      364.83| 651.38%|
| 581|kiritish    |         430|       1/581|       66.05|      363.95| 650.99%|
| 582|yagona      |         429|       1/582|       65.94|      363.06| 650.59%|
| 583|jarayonida  |         429|       1/583|       65.83|      363.17| 651.71%|
| 584|o`zbekistonga|         429|       1/584|       65.71|      363.29| 652.83%|
| 585|hamkorlikda |         427|       1/585|       65.60|      361.40| 650.90%|
| 586|qonuniy     |         427|       1/586|       65.49|      361.51| 652.01%|
| 587|dunyo       |         427|       1/587|       65.38|      361.62| 653.12%|
| 588|ziyod       |         426|       1/588|       65.27|      360.73| 652.70%|
| 589|guruh       |         426|       1/589|       65.16|      360.84| 653.81%|
| 590|ulardan     |         426|       1/590|       65.05|      360.95| 654.92%|
| 591|a`zolari    |         424|       1/591|       64.94|      359.06| 652.95%|
| 592|ta`kidladi  |         424|       1/592|       64.83|      359.17| 654.06%|
| 593|tushgan     |         423|       1/593|       64.72|      358.28| 653.62%|
| 594|loyihasi    |         423|       1/594|       64.61|      358.39| 654.72%|
| 595|hukumat     |         422|       1/595|       64.50|      357.50| 654.27%|
| 596|oila        |         422|       1/596|       64.39|      357.61| 655.37%|
| 597|tarzda      |         421|       1/597|       64.28|      356.72| 654.92%|
| 598|majlisi     |         421|       1/598|       64.18|      356.82| 656.01%|
| 599|foizga      |         420|       1/599|       64.07|      355.93| 655.55%|
| 600|nazarda     |         419|       1/600|       63.96|      355.04| 655.08%|
| 601|biroq       |         418|       1/601|       63.86|      354.14| 654.61%|
| 602|buyuk       |         418|       1/602|       63.75|      354.25| 655.69%|
| 603|muddatli    |         418|       1/603|       63.64|      354.36| 656.78%|
| 604|yuridik     |         417|       1/604|       63.54|      353.46| 656.30%|
| 605|aniq        |         417|       1/605|       63.43|      353.57| 657.39%|
| 606|yirik       |         417|       1/606|       63.33|      353.67| 658.47%|
| 607|surishtiruv |         416|       1/607|       63.22|      352.78| 657.98%|
| 608|kam         |         415|       1/608|       63.12|      351.88| 657.48%|
| 609|bunda       |         415|       1/609|       63.02|      351.98| 658.56%|
| 610|o`rinda     |         415|       1/610|       62.91|      352.09| 659.64%|
| 611|infeksiyasi |         415|       1/611|       62.81|      352.19| 660.72%|
| 612|qor         |         414|       1/612|       62.71|      351.29| 660.21%|
| 613|tasi        |         413|       1/613|       62.61|      350.39| 659.69%|
| 614|fuqarolik   |         412|       1/614|       62.50|      349.50| 659.17%|
| 615|ishlarini   |         412|       1/615|       62.40|      349.60| 660.24%|
| 616|butun       |         412|       1/616|       62.30|      349.70| 661.31%|
| 617|choratadbirlar|         411|       1/617|       62.20|      348.80| 660.78%|
| 618|munosabat   |         410|       1/618|       62.10|      347.90| 660.24%|
| 619|ko`plab     |         410|       1/619|       62.00|      348.00| 661.31%|
| 620|qavatli     |         408|       1/620|       61.90|      346.10| 659.14%|
| 621|universiteti|         408|       1/621|       61.80|      346.20| 660.21%|
| 622|xavfsizlik  |         408|       1/622|       61.70|      346.30| 661.27%|
| 623|jarohati    |         408|       1/623|       61.60|      346.40| 662.33%|
| 624|foizi       |         407|       1/624|       61.50|      345.50| 661.77%|
| 625|ostida      |         407|       1/625|       61.40|      345.60| 662.83%|
| 626|fuqarolarning|         406|       1/626|       61.31|      344.69| 662.26%|
| 627|takomillashtirish|         406|       1/627|       61.21|      344.79| 663.32%|
| 628|agar        |         405|       1/628|       61.11|      343.89| 662.74%|
| 629|chiqqan     |         405|       1/629|       61.01|      343.99| 663.80%|
| 630|keyingi     |         405|       1/630|       60.92|      344.08| 664.85%|
| 631|o`zbekneftgaz|         405|       1/631|       60.82|      344.18| 665.91%|
| 632|qilishga    |         404|       1/632|       60.72|      343.28| 665.32%|
| 633|qo`lga      |         404|       1/633|       60.63|      343.37| 666.37%|
| 634|son         |         403|       1/634|       60.53|      342.47| 665.77%|
| 635|kompaniyasi |         403|       1/635|       60.44|      342.56| 666.82%|
| 636|ta`minoti   |         403|       1/636|       60.34|      342.66| 667.87%|
| 637|ko`chasi    |         402|       1/637|       60.25|      341.75| 667.26%|
| 638|muhofaza    |         402|       1/638|       60.15|      341.85| 668.31%|
| 639|statistika  |         401|       1/639|       60.06|      340.94| 667.69%|
| 640|dunyoda     |         401|       1/640|       59.96|      341.04| 668.73%|
| 641|ko`chasida  |         400|       1/641|       59.87|      340.13| 668.11%|
| 642|sotib       |         399|       1/642|       59.78|      339.22| 667.48%|
| 643|tashkilotlar|         399|       1/643|       59.68|      339.32| 668.52%|
| 644|majburiy    |         398|       1/644|       59.59|      338.41| 667.88%|
| 645|birgalikda  |         398|       1/645|       59.50|      338.50| 668.92%|
| 646|uchrashuv   |         397|       1/646|       59.41|      337.59| 668.27%|
| 647|onlayn      |         396|       1/647|       59.32|      336.68| 667.62%|
| 648|ko`rish     |         396|       1/648|       59.22|      336.78| 668.65%|
| 649|iibb        |         396|       1/649|       59.13|      336.87| 669.68%|
| 650|qonunchilik |         395|       1/650|       59.04|      335.96| 669.02%|
| 651|yog`ishi    |         395|       1/651|       58.95|      336.05| 670.05%|
| 652|dollar      |         393|       1/652|       58.86|      334.14| 667.68%|
| 653|yuk         |         393|       1/653|       58.77|      334.23| 668.71%|
| 654|muloqot     |         393|       1/654|       58.68|      334.32| 669.73%|
| 655|eksport     |         391|       1/655|       58.59|      332.41| 667.34%|
| 656|sohasidagi  |         390|       1/656|       58.50|      331.50| 666.65%|
| 657|xavfsizligi |         389|       1/657|       58.41|      330.59| 665.95%|
| 658|vaqt        |         389|       1/658|       58.32|      330.68| 666.97%|
| 659|vaqtincha   |         389|       1/659|       58.24|      330.76| 667.98%|
| 660|oldin       |         388|       1/660|       58.15|      329.85| 667.27%|
| 661|teng        |         388|       1/661|       58.06|      329.94| 668.29%|
| 662|kirish      |         387|       1/662|       57.97|      329.03| 667.57%|
| 663|yillik      |         386|       1/663|       57.88|      328.12| 666.85%|
| 664|janubiy     |         386|       1/664|       57.80|      328.20| 667.86%|
| 665|kursi       |         386|       1/665|       57.71|      328.29| 668.86%|
| 666|ayol        |         386|       1/666|       57.62|      328.38| 669.87%|
| 667|moliyaviy   |         385|       1/667|       57.54|      327.46| 669.14%|
| 668|rivojlanish |         384|       1/668|       57.45|      326.55| 668.40%|
| 669|prezidentining|         382|       1/669|       57.36|      324.64| 665.91%|
| 670|undan       |         380|       1/670|       57.28|      322.72| 663.42%|
| 671|tekshiruv   |         380|       1/671|       57.19|      322.81| 664.41%|
| 672|darajada    |         380|       1/672|       57.11|      322.89| 665.40%|
| 673|tadbirda    |         380|       1/673|       57.02|      322.98| 666.39%|
| 674|belgilandi  |         379|       1/674|       56.94|      322.06| 665.62%|
| 675|ruxsat      |         378|       1/675|       56.85|      321.15| 664.85%|
| 676|noqonuniy   |         378|       1/676|       56.77|      321.23| 665.84%|
| 677|tarqaldi    |         378|       1/677|       56.69|      321.31| 666.82%|
| 678|so`mlik     |         378|       1/678|       56.60|      321.40| 667.81%|
| 679|balki       |         378|       1/679|       56.52|      321.48| 668.79%|
| 680|ni          |         376|       1/680|       56.44|      319.56| 666.23%|
| 681|zarar       |         376|       1/681|       56.35|      319.65| 667.21%|
| 682|masalalar   |         375|       1/682|       56.27|      318.73| 666.41%|
| 683|kengaytirish|         374|       1/683|       56.19|      317.81| 665.61%|
| 684|choratadbirlari|         374|       1/684|       56.11|      317.89| 666.59%|
| 685|borib       |         374|       1/685|       56.02|      317.98| 667.56%|
| 686|mamlakatimiz|         374|       1/686|       55.94|      318.06| 668.54%|
| 687|islom       |         374|       1/687|       55.86|      318.14| 669.51%|
| 688|avvalroq    |         373|       1/688|       55.78|      317.22| 668.69%|
| 689|qilinishi   |         372|       1/689|       55.70|      316.30| 667.87%|
| 690|respublikasida|         372|       1/690|       55.62|      316.38| 668.84%|
| 691|so`mdan     |         370|       1/691|       55.54|      314.46| 666.21%|
| 692|sudi        |         370|       1/692|       55.46|      314.54| 667.17%|
| 693|aholining   |         367|       1/693|       55.38|      311.62| 662.72%|
| 694|boshqaruv   |         366|       1/694|       55.30|      310.70| 661.87%|
| 695|xabariga    |         366|       1/695|       55.22|      310.78| 662.82%|
| 696|mustahkamlash|         363|       1/696|       55.14|      307.86| 658.33%|
| 697|investisiya |         363|       1/697|       55.06|      307.94| 659.28%|
| 698|doza        |         363|       1/698|       54.98|      308.02| 660.22%|
| 699|etilishicha |         362|       1/699|       54.90|      307.10| 659.35%|
| 700|voyaga      |         361|       1/700|       54.82|      306.18| 658.47%|
| 701|bo`ylab     |         360|       1/701|       54.75|      305.25| 657.58%|
| 702|kutilmoqda  |         358|       1/702|       54.67|      303.33| 654.86%|
| 703|jismoniy    |         358|       1/703|       54.59|      303.41| 655.79%|
| 704|muxbiri     |         358|       1/704|       54.51|      303.49| 656.73%|
| 705|vaziyat     |         358|       1/705|       54.44|      303.56| 657.66%|
| 706|yo`nalishida|         358|       1/706|       54.36|      303.64| 658.59%|
| 707|aytib       |         358|       1/707|       54.28|      303.72| 659.53%|
| 708|qozog`iston |         358|       1/708|       54.20|      303.80| 660.46%|
| 709|kasallanish |         358|       1/709|       54.13|      303.87| 661.39%|
| 710|ekan        |         357|       1/710|       54.05|      302.95| 660.47%|
| 711|ta`kidlandi |         357|       1/711|       53.98|      303.02| 661.40%|
| 712|holatlari   |         357|       1/712|       53.90|      303.10| 662.33%|
| 713|qurish      |         357|       1/713|       53.82|      303.18| 663.26%|
| 714|oshirilayotgan|         357|       1/714|       53.75|      303.25| 664.19%|
| 715|ta`mirlash  |         356|       1/715|       53.67|      302.33| 663.26%|
| 716|texnik      |         356|       1/716|       53.60|      302.40| 664.19%|
| 717|kuchli      |         356|       1/717|       53.52|      302.48| 665.12%|
| 718|davlatlar   |         356|       1/718|       53.45|      302.55| 666.04%|
| 719|ma`lumotlarni|         355|       1/719|       53.38|      301.62| 665.10%|
| 720|komissiyasi |         355|       1/720|       53.30|      301.70| 666.02%|
| 721|dollari     |         355|       1/721|       53.23|      301.77| 666.95%|
| 722|joylarga    |         355|       1/722|       53.15|      301.85| 667.87%|
| 723|vazir       |         355|       1/723|       53.08|      301.92| 668.80%|
| 724|tili        |         355|       1/724|       53.01|      301.99| 669.72%|
| 725|maktabgacha |         354|       1/725|       52.93|      301.07| 668.76%|
| 726|qo`yish     |         353|       1/726|       52.86|      300.14| 667.79%|
| 727|instituti   |         353|       1/727|       52.79|      300.21| 668.71%|
| 728|mos         |         353|       1/728|       52.72|      300.28| 669.63%|
| 729|bois        |         352|       1/729|       52.64|      299.36| 668.65%|
| 730|besh        |         351|       1/730|       52.57|      298.43| 667.67%|
| 731|inobatga    |         351|       1/731|       52.50|      298.50| 668.58%|
| 732|viloyatining|         351|       1/732|       52.43|      298.57| 669.49%|
| 733|borilgan    |         350|       1/733|       52.36|      297.64| 668.50%|
| 734|etilishi    |         348|       1/734|       52.28|      295.72| 665.59%|
| 735|momaqaldiroq|         348|       1/735|       52.21|      295.79| 666.49%|
| 736|evropa      |         345|       1/736|       52.14|      292.86| 661.65%|
| 737|karantin    |         344|       1/737|       52.07|      291.93| 660.62%|
| 738|atrofida    |         344|       1/738|       52.00|      292.00| 661.52%|
| 739|yuz         |         344|       1/739|       51.93|      292.07| 662.42%|
| 740|navbatdagi  |         344|       1/740|       51.86|      292.14| 663.31%|
| 741|qat`iy      |         344|       1/741|       51.79|      292.21| 664.21%|
| 742|moddiy      |         343|       1/742|       51.72|      291.28| 663.17%|
| 743|innovasion  |         343|       1/743|       51.65|      291.35| 664.07%|
| 744|turmush     |         342|       1/744|       51.58|      290.42| 663.02%|
| 745|ozod        |         342|       1/745|       51.51|      290.49| 663.91%|
| 746|miqdorida   |         342|       1/746|       51.44|      290.56| 664.80%|
| 747|yo`lovchi   |         342|       1/747|       51.37|      290.63| 665.70%|
| 748|javobgarlik |         342|       1/748|       51.31|      290.69| 666.59%|
| 749|barpo       |         341|       1/749|       51.24|      289.76| 665.53%|
| 750|mablag`     |         341|       1/750|       51.17|      289.83| 666.41%|
| 751|mo`ljallangan|         340|       1/751|       51.10|      288.90| 665.35%|
| 752|qiymati     |         340|       1/752|       51.03|      288.97| 666.23%|
| 753|kelishi     |         339|       1/753|       50.97|      288.03| 665.16%|
| 754|mahsulotlari|         339|       1/754|       50.90|      288.10| 666.04%|
| 755|o`tkaziladi |         338|       1/755|       50.83|      287.17| 664.96%|
| 756|yog`adi     |         338|       1/756|       50.76|      287.24| 665.84%|
| 757|o`tish      |         335|       1/757|       50.70|      284.30| 660.80%|
| 758|mfy         |         335|       1/758|       50.63|      284.37| 661.67%|
| 759|ijobiy      |         335|       1/759|       50.56|      284.44| 662.55%|
| 760|marta       |         333|       1/760|       50.50|      282.50| 659.46%|
| 761|vazirligining|         333|       1/761|       50.43|      282.57| 660.33%|
| 762|kamida      |         333|       1/762|       50.36|      282.64| 661.19%|
| 763|hisobidan   |         332|       1/763|       50.30|      281.70| 660.07%|
| 764|kotibi      |         332|       1/764|       50.23|      281.77| 660.94%|
| 765|pandemiya   |         331|       1/765|       50.17|      280.83| 659.81%|
| 766|holatlar    |         331|       1/766|       50.10|      280.90| 660.67%|
| 767|migrasiyasi |         331|       1/767|       50.04|      280.96| 661.53%|
| 768|yhxb        |         331|       1/768|       49.97|      281.03| 662.40%|
| 769|qo`zg`atilib|         330|       1/769|       49.91|      280.09| 661.26%|
| 770|joyida      |         330|       1/770|       49.84|      280.16| 662.12%|
| 771|muntazam    |         329|       1/771|       49.78|      279.22| 660.97%|
| 772|telefon     |         329|       1/772|       49.71|      279.29| 661.82%|
| 773|o`rin       |         329|       1/773|       49.65|      279.35| 662.68%|
| 774|afg`oniston |         329|       1/774|       49.58|      279.42| 663.54%|
| 775|tadbirlar   |         328|       1/775|       49.52|      278.48| 662.38%|
| 776|aniqlash    |         327|       1/776|       49.45|      277.55| 661.21%|
| 777|vakili      |         326|       1/777|       49.39|      276.61| 660.04%|
| 778|metr        |         326|       1/778|       49.33|      276.67| 660.89%|
| 779|tasdiqlangan|         325|       1/779|       49.26|      275.74| 659.71%|
| 780|qirg`iziston|         324|       1/780|       49.20|      274.80| 658.52%|
| 781|xususiy     |         324|       1/781|       49.14|      274.86| 659.36%|
| 782|o`rnatilgan |         324|       1/782|       49.08|      274.92| 660.21%|
| 783|ta`sir      |         323|       1/783|       49.01|      273.99| 659.01%|
| 784|oziqovqat   |         322|       1/784|       48.95|      273.05| 657.81%|
| 785|turdagi     |         322|       1/785|       48.89|      273.11| 658.65%|
| 786|ilk         |         320|       1/786|       48.83|      271.17| 655.39%|
| 787|tojikiston  |         320|       1/787|       48.76|      271.24| 656.23%|
| 788|albatta     |         320|       1/788|       48.70|      271.30| 657.06%|
| 789|odam        |         320|       1/789|       48.64|      271.36| 657.89%|
| 790|holatda     |         320|       1/790|       48.58|      271.42| 658.73%|
| 791|ketgan      |         320|       1/791|       48.52|      271.48| 659.56%|
| 792|endi        |         320|       1/792|       48.46|      271.54| 660.40%|
| 793|etmagan     |         319|       1/793|       48.39|      270.61| 659.16%|
| 794|fikr        |         318|       1/794|       48.33|      269.67| 657.93%|
| 795|o`n         |         317|       1/795|       48.27|      268.73| 656.68%|
| 796|amal        |         317|       1/796|       48.21|      268.79| 657.51%|
| 797|aholini     |         316|       1/797|       48.15|      267.85| 656.26%|
| 798|buyon       |         316|       1/798|       48.09|      267.91| 657.08%|
| 799|vaziyatlar  |         316|       1/799|       48.03|      267.97| 657.90%|
| 800|qaroriga    |         316|       1/800|       47.97|      268.03| 658.73%|
| 801|tahlil      |         316|       1/801|       47.91|      268.09| 659.55%|
| 802|yillar      |         315|       1/802|       47.85|      267.15| 658.28%|
| 803|o`zini      |         315|       1/803|       47.79|      267.21| 659.11%|
| 804|tashkilotlari|         313|       1/804|       47.73|      265.27| 655.74%|
| 805|ayniqsa     |         313|       1/805|       47.67|      265.33| 656.55%|
| 806|qazib       |         313|       1/806|       47.61|      265.39| 657.37%|
| 807|jarima      |         312|       1/807|       47.56|      264.44| 656.08%|
| 808|xizmatlar   |         311|       1/808|       47.50|      263.50| 654.79%|
| 809|yo`nalishi  |         311|       1/809|       47.44|      263.56| 655.60%|
| 810|o`tkazilmoqda|         311|       1/810|       47.38|      263.62| 656.41%|
| 811|darakchi    |         310|       1/811|       47.32|      262.68| 655.11%|
| 812|chiqarilgan |         310|       1/812|       47.26|      262.74| 655.91%|
| 813|g`arbdan    |         310|       1/813|       47.20|      262.80| 656.72%|
| 814|ko`zda      |         308|       1/814|       47.15|      260.85| 653.29%|
| 815|uzoq        |         308|       1/815|       47.09|      260.91| 654.09%|
| 816|borada      |         308|       1/816|       47.03|      260.97| 654.89%|
| 817|davrida     |         307|       1/817|       46.97|      260.03| 653.57%|
| 818|oshirilgan  |         307|       1/818|       46.92|      260.08| 654.37%|
| 819|prokuraturasi|         307|       1/819|       46.86|      260.14| 655.17%|
| 820|huquq       |         306|       1/820|       46.80|      259.20| 653.83%|
| 821|edik        |         306|       1/821|       46.74|      259.26| 654.63%|
| 822|boshqaruvi  |         305|       1/822|       46.69|      258.31| 653.28%|
| 823|tayinlandi  |         305|       1/823|       46.63|      258.37| 654.08%|
| 824|mahrum      |         304|       1/824|       46.57|      257.43| 652.72%|
| 825|kredit      |         304|       1/825|       46.52|      257.48| 653.52%|
| 826|iio         |         304|       1/826|       46.46|      257.54| 654.31%|
| 827|kichik      |         303|       1/827|       46.41|      256.59| 652.95%|
| 828|tergovga    |         303|       1/828|       46.35|      256.65| 653.74%|
| 829|muassasalari|         303|       1/829|       46.29|      256.71| 654.52%|
| 830|bo`lishicha |         303|       1/830|       46.24|      256.76| 655.31%|
| 831|o`ziga      |         302|       1/831|       46.18|      255.82| 653.94%|
| 832|kasallik    |         301|       1/832|       46.13|      254.87| 652.56%|
| 833|borish      |         301|       1/833|       46.07|      254.93| 653.34%|
| 834|dolzarb     |         301|       1/834|       46.02|      254.98| 654.13%|
| 835|kunlarda    |         301|       1/835|       45.96|      255.04| 654.91%|
| 836|natijalari  |         301|       1/836|       45.91|      255.09| 655.69%|
| 837|yaratilgan  |         300|       1/837|       45.85|      254.15| 654.30%|
| 838|yilga       |         300|       1/838|       45.80|      254.20| 655.08%|
| 839|ishlarni    |         300|       1/839|       45.74|      254.26| 655.86%|
| 840|ustuvor     |         299|       1/840|       45.69|      253.31| 654.45%|
| 841|oylik       |         299|       1/841|       45.63|      253.37| 655.23%|
| 842|guruhi      |         299|       1/842|       45.58|      253.42| 656.01%|
| 843|ning        |         299|       1/843|       45.52|      253.48| 656.79%|
| 844|uchinchi    |         298|       1/844|       45.47|      252.53| 655.37%|
| 845|joyiga      |         298|       1/845|       45.42|      252.58| 656.15%|
| 846|federasiyasi|         298|       1/846|       45.36|      252.64| 656.92%|
| 847|gektar      |         298|       1/847|       45.31|      252.69| 657.70%|
| 848|a`zosi      |         298|       1/848|       45.26|      252.74| 658.48%|
| 849|km          |         298|       1/849|       45.20|      252.80| 659.25%|
| 850|madaniy     |         298|       1/850|       45.15|      252.85| 660.03%|
| 851|deputatlari |         297|       1/851|       45.10|      251.90| 658.59%|
| 852|darajasi    |         297|       1/852|       45.04|      251.96| 659.36%|
| 853|chiqilgan   |         297|       1/853|       44.99|      252.01| 660.14%|
| 854|uchrashuvda |         296|       1/854|       44.94|      251.06| 658.69%|
| 855|barqaror    |         296|       1/855|       44.89|      251.11| 659.46%|
| 856|kunduz      |         296|       1/856|       44.83|      251.17| 660.23%|
| 857|dam         |         295|       1/857|       44.78|      250.22| 658.77%|
| 858|shaxsiy     |         295|       1/858|       44.73|      250.27| 659.54%|
| 859|mamlakatda  |         295|       1/859|       44.68|      250.32| 660.30%|
| 860|qilinib     |         295|       1/860|       44.62|      250.38| 661.07%|
| 861|palatasi    |         294|       1/861|       44.57|      249.43| 659.60%|
| 862|ekanligini  |         294|       1/862|       44.52|      249.48| 660.36%|
| 863|ro`yxatga   |         294|       1/863|       44.47|      249.53| 661.13%|
| 864|moliya      |         294|       1/864|       44.42|      249.58| 661.90%|
| 865|mudofaa     |         294|       1/865|       44.37|      249.63| 662.66%|
| 866|milliondan  |         293|       1/866|       44.32|      248.68| 661.17%|
| 867|mablag`lari |         293|       1/867|       44.26|      248.74| 661.94%|
| 868|xizmatining |         293|       1/868|       44.21|      248.79| 662.70%|
| 869|ypx         |         293|       1/869|       44.16|      248.84| 663.46%|
| 870|oladi       |         291|       1/870|       44.11|      246.89| 659.69%|
| 871|keskin      |         291|       1/871|       44.06|      246.94| 660.45%|
| 872|jsst        |         291|       1/872|       44.01|      246.99| 661.21%|
| 873|chunki      |         290|       1/873|       43.96|      246.04| 659.69%|
| 874|ovoz        |         290|       1/874|       43.91|      246.09| 660.45%|
| 875|boshqarish  |         289|       1/875|       43.86|      245.14| 658.92%|
| 876|keladi      |         289|       1/876|       43.81|      245.19| 659.68%|
| 877|so`z        |         288|       1/877|       43.76|      244.24| 658.14%|
| 878|muassasalarida|         288|       1/878|       43.71|      244.29| 658.89%|
| 879|aokada      |         288|       1/879|       43.66|      244.34| 659.65%|
| 880|tayyorgarlik|         287|       1/880|       43.61|      243.39| 658.10%|
| 881|yurtimizda  |         287|       1/881|       43.56|      243.44| 658.85%|
| 882|chalingan   |         287|       1/882|       43.51|      243.49| 659.60%|
| 883|masala      |         287|       1/883|       43.46|      243.54| 660.35%|
| 884|qilishi     |         287|       1/884|       43.41|      243.59| 661.09%|
| 885|uyjoy       |         286|       1/885|       43.36|      242.64| 659.54%|
| 886|o`sha       |         285|       1/886|       43.31|      241.69| 657.97%|
| 887|uzbekistan  |         284|       1/887|       43.27|      240.73| 656.40%|
| 888|internet    |         284|       1/888|       43.22|      240.78| 657.14%|
| 889|ta`kidlash  |         284|       1/889|       43.17|      240.83| 657.88%|
| 890|yig`ilishda |         284|       1/890|       43.12|      240.88| 658.62%|
| 891|issiq       |         284|       1/891|       43.07|      240.93| 659.36%|
| 892|korxona     |         283|       1/892|       43.02|      239.98| 657.78%|
| 893|mutaxassislar|         283|       1/893|       42.98|      240.02| 658.52%|
| 894|halok       |         283|       1/894|       42.93|      240.07| 659.25%|
| 895|nima        |         282|       1/895|       42.88|      239.12| 657.66%|
| 896|taxminan    |         282|       1/896|       42.83|      239.17| 658.39%|
| 897|engil       |         281|       1/897|       42.78|      238.22| 656.79%|
| 898|belgilab    |         281|       1/898|       42.74|      238.26| 657.52%|
| 899|departamenti|         281|       1/899|       42.69|      238.31| 658.26%|
| 900|etishga     |         281|       1/900|       42.64|      238.36| 658.99%|
| 901|haydovchisi |         281|       1/901|       42.59|      238.41| 659.72%|
| 902|ajratilgan  |         280|       1/902|       42.55|      237.45| 658.10%|
| 903|kunlik      |         280|       1/903|       42.50|      237.50| 658.83%|
| 904|tarqalgan   |         280|       1/904|       42.45|      237.55| 659.56%|
| 905|vazirining  |         280|       1/905|       42.41|      237.59| 660.29%|
| 906|tushib      |         280|       1/906|       42.36|      237.64| 661.02%|
| 907|tashabbusi  |         279|       1/907|       42.31|      236.69| 659.39%|
| 908|hujjatlari  |         279|       1/908|       42.27|      236.73| 660.11%|
| 909|berishicha  |         279|       1/909|       42.22|      236.78| 660.84%|
| 910|umumta`lim  |         278|       1/910|       42.17|      235.83| 659.20%|
| 911|ekanligi    |         278|       1/911|       42.13|      235.87| 659.92%|
| 912|neft        |         278|       1/912|       42.08|      235.92| 660.65%|
| 913|gidrometeorologiya|         278|       1/913|       42.03|      235.97| 661.37%|
| 914|o`zbekistondagi|         277|       1/914|       41.99|      235.01| 659.71%|
| 915|muddatga    |         277|       1/915|       41.94|      235.06| 660.43%|
| 916|tariqasida  |         277|       1/916|       41.90|      235.10| 661.16%|
| 917|evaziga     |         277|       1/917|       41.85|      235.15| 661.88%|
| 918|avgust      |         277|       1/918|       41.81|      235.19| 662.60%|
| 919|oshirishga  |         276|       1/919|       41.76|      234.24| 660.93%|
| 920|tartibga    |         276|       1/920|       41.71|      234.29| 661.65%|
| 921|oylarida    |         276|       1/921|       41.67|      234.33| 662.37%|
| 922|oilaviy     |         275|       1/922|       41.62|      233.38| 660.68%|
| 923|korrupsiyaga|         275|       1/923|       41.58|      233.42| 661.40%|
| 924|ariza       |         274|       1/924|       41.53|      232.47| 659.71%|
| 925|mahkamasining|         274|       1/925|       41.49|      232.51| 660.42%|
| 926|hajmi       |         273|       1/926|       41.44|      231.56| 658.72%|
| 927|aynan       |         273|       1/927|       41.40|      231.60| 659.43%|
| 928|m           |         272|       1/928|       41.35|      230.65| 657.73%|
| 929|muzokaralar |         272|       1/929|       41.31|      230.69| 658.44%|
| 930|qariyb      |         272|       1/930|       41.27|      230.73| 659.14%|
| 931|oxirgi      |         271|       1/931|       41.22|      229.78| 657.43%|
| 932|marotaba    |         271|       1/932|       41.18|      229.82| 658.13%|
| 933|qo`zg`atilgan|         271|       1/933|       41.13|      229.87| 658.84%|
| 934|diniy       |         271|       1/934|       41.09|      229.91| 659.55%|
| 935|yo`nalishini|         271|       1/935|       41.04|      229.96| 660.25%|
| 936|kasallikdan |         271|       1/936|       41.00|      230.00| 660.96%|
| 937|tasdiqlandi |         270|       1/937|       40.96|      229.04| 659.22%|
| 938|boshqaruvidagi|         270|       1/938|       40.91|      229.09| 659.93%|
| 939|qo`yildi    |         269|       1/939|       40.87|      228.13| 658.18%|
| 940|o`zida      |         269|       1/940|       40.83|      228.17| 658.88%|
| 941|etakchi     |         269|       1/941|       40.78|      228.22| 659.59%|
| 942|taraqqiyot  |         269|       1/942|       40.74|      228.26| 660.29%|
| 943|ma`lumotlarga|         269|       1/943|       40.70|      228.30| 660.99%|
| 944|nafarga     |         269|       1/944|       40.65|      228.35| 661.69%|
| 945|xavfi       |         268|       1/945|       40.61|      227.39| 659.93%|
| 946|qarorga     |         268|       1/946|       40.57|      227.43| 660.62%|
| 947|etishi      |         268|       1/947|       40.52|      227.48| 661.32%|
| 948|maqsad      |         266|       1/948|       40.48|      225.52| 657.08%|
| 949|amaldagi    |         266|       1/949|       40.44|      225.56| 657.77%|
| 950|loyihalar   |         266|       1/950|       40.40|      225.60| 658.47%|
| 951|termiz      |         265|       1/951|       40.35|      224.65| 656.68%|
| 952|import      |         265|       1/952|       40.31|      224.69| 657.37%|
| 953|joy         |         265|       1/953|       40.27|      224.73| 658.06%|
| 954|o`tayotgan  |         265|       1/954|       40.23|      224.77| 658.75%|
| 955|hududlari   |         265|       1/955|       40.19|      224.81| 659.44%|
| 956|jarayonlari |         264|       1/956|       40.14|      223.86| 657.64%|
